Payment Mode,Quarter,State,Total Amount,Total Transactions count,Year
Financial Services,3,meghalaya,552674.5783359876,748.0,2018
Others,3,meghalaya,2149872.755760235,2283.0,2018
Recharge & bill payments,4,meghalaya,18100891.63734417,82962.0,2018
Peer-to-peer payments,4,meghalaya,301941442.7059927,58952.0,2018
Merchant payments,4,meghalaya,14434314.19334248,15768.0,2018
Financial Services,4,meghalaya,190875.18848979956,763.0,2018
Others,4,meghalaya,2918155.2795046642,2687.0,2018
Recharge & bill payments,1,meghalaya,23006751.7955049,98817.0,2019
Peer-to-peer payments,1,meghalaya,358932132.1046898,90694.0,2019
Merchant payments,1,meghalaya,14297275.23052785,16073.0,2019
Financial Services,1,meghalaya,62335.064750311045,659.0,2019
Others,1,meghalaya,2738667.957962149,2498.0,2019
Recharge & bill payments,2,meghalaya,27248605.429233354,108812.0,2019
Peer-to-peer payments,2,meghalaya,446537199.1735683,97407.0,2019
Merchant payments,2,meghalaya,15600927.00662913,22588.0,2019
Financial Services,2,meghalaya,106800.75308155928,460.0,2019
Others,2,meghalaya,3437756.744766518,3019.0,2019
Recharge & bill payments,3,meghalaya,38916251.421657145,155949.0,2019
Peer-to-peer payments,3,meghalaya,546221812.6889315,116168.0,2019
Merchant payments,3,meghalaya,23461321.88981022,31201.0,2019
Financial Services,3,meghalaya,584192.9488108774,421.0,2019
Others,3,meghalaya,3035023.204323471,2811.0,2019
Recharge & bill payments,4,meghalaya,43611775.02621875,175084.0,2019
Peer-to-peer payments,4,meghalaya,670870023.4297696,163734.0,2019
Merchant payments,4,meghalaya,25344714.50557894,24430.0,2019
Financial Services,4,meghalaya,124511.63613216748,382.0,2019
Others,4,meghalaya,2485447.192519395,2351.0,2019
Recharge & bill payments,1,meghalaya,59666071.21530793,226214.0,2020
Peer-to-peer payments,1,meghalaya,1013733312.3935759,216022.0,2020
Merchant payments,1,meghalaya,44125206.34755945,57245.0,2020
Financial Services,1,meghalaya,402779.89033132966,473.0,2020
Others,1,meghalaya,2207471.061039081,2329.0,2020
Recharge & bill payments,2,meghalaya,100570200.2527169,382662.0,2020
Peer-to-peer payments,2,meghalaya,998750895.9111594,202270.0,2020
Merchant payments,2,meghalaya,48980521.41595118,46014.0,2020
Financial Services,2,meghalaya,2944583.114737345,1186.0,2020
Others,2,meghalaya,2488953.643832149,3263.0,2020
Recharge & bill payments,3,meghalaya,97662913.13408674,342484.0,2020
Peer-to-peer payments,3,meghalaya,1065012681.71261,194448.0,2020
Merchant payments,3,meghalaya,67511647.1349487,55595.0,2020
Financial Services,3,meghalaya,4049966.8133478058,1587.0,2020
Others,3,meghalaya,2821792.5880408054,3465.0,2020
Recharge & bill payments,4,meghalaya,102794647.7641504,350006.0,2020
Peer-to-peer payments,4,meghalaya,1579858348.067054,286252.0,2020
Merchant payments,4,meghalaya,115136797.58942299,111471.0,2020
Financial Services,4,meghalaya,2774557.112070617,1809.0,2020
Others,4,meghalaya,3678221.666272167,4470.0,2020
Peer-to-peer payments,1,meghalaya,1794745857.318895,326993.0,2021
Recharge & bill payments,1,meghalaya,106098525.6561472,306634.0,2021
Merchant payments,1,meghalaya,147747773.0189682,108805.0,2021
Financial Services,1,meghalaya,3981898.0457751974,1777.0,2021
Others,1,meghalaya,2941223.950049905,3437.0,2021
Recharge & bill payments,2,meghalaya,129031455.70772581,389959.0,2021
Peer-to-peer payments,2,meghalaya,1885041503.797046,366411.0,2021
Merchant payments,2,meghalaya,173894963.0043967,147406.0,2021
Financial Services,2,meghalaya,2306496.854595862,1766.0,2021
Others,2,meghalaya,3342835.5268340455,4052.0,2021
Peer-to-peer payments,3,meghalaya,2348008593.21644,473274.0,2021
Recharge & bill payments,3,meghalaya,144363692.7522,418429.0,2021
Merchant payments,3,meghalaya,270311210.89072233,199427.0,2021
Financial Services,3,meghalaya,2379067.1150075165,1556.0,2021
Others,3,meghalaya,3937887.553600684,5045.0,2021
Peer-to-peer payments,4,meghalaya,3233210261.728197,669693.0,2021
Recharge & bill payments,4,meghalaya,165277548.4594013,447310.0,2021
Merchant payments,4,meghalaya,442464385.0377933,314445.0,2021
Financial Services,4,meghalaya,2464327.9242311358,1989.0,2021
Others,4,meghalaya,5348877.036531466,6756.0,2021
Peer-to-peer payments,1,meghalaya,3899172008.7001147,801009.0,2022
Recharge & bill payments,1,meghalaya,192026788.60457042,459530.0,2022
Merchant payments,1,meghalaya,563004043.9315958,405859.0,2022
Financial Services,1,meghalaya,3019251.8598936894,2134.0,2022
Others,1,meghalaya,5116238.235718384,6218.0,2022
Peer-to-peer payments,2,meghalaya,4359000096.157877,977816.0,2022
Merchant payments,2,meghalaya,714995836.5962032,591364.0,2022
Recharge & bill payments,2,meghalaya,200896879.69103923,467745.0,2022
Financial Services,2,meghalaya,2406087.095158501,1880.0,2022
Others,2,meghalaya,4192522.344518611,5844.0,2022
Peer-to-peer payments,3,meghalaya,7796315453.507147,2050942.0,2022
Merchant payments,3,meghalaya,1468318733.135396,1486098.0,2022
Recharge & bill payments,3,meghalaya,330230375.9276109,810017.0,2022
Financial Services,3,meghalaya,3106775.3857113793,3504.0,2022
Others,3,meghalaya,5329459.165683068,8604.0,2022
Peer-to-peer payments,4,meghalaya,7328913724.3339405,1901671.0,2022
Merchant payments,4,meghalaya,1381013596.832624,1334431.0,2022
Recharge & bill payments,4,meghalaya,278377945.4316914,685678.0,2022
Financial Services,4,meghalaya,3564357.119764914,3544.0,2022
Others,4,meghalaya,4671532.630633753,7124.0,2022
Recharge & bill payments,1,mizoram,2199565.258913744,10155.0,2018
Peer-to-peer payments,1,mizoram,41186717.27800166,6845.0,2018
Merchant payments,1,mizoram,1066002.1670622267,616.0,2018
Financial Services,1,mizoram,65022.49896840689,260.0,2018
Others,1,mizoram,709912.772844791,685.0,2018
Recharge & bill payments,2,mizoram,3107406.501616686,13550.0,2018
Peer-to-peer payments,2,mizoram,77040044.25291511,11427.0,2018
Merchant payments,2,mizoram,2368711.975892641,1310.0,2018
Financial Services,2,mizoram,60939.77304627103,167.0,2018
Others,2,mizoram,931303.0542636234,597.0,2018
Peer-to-peer payments,3,mizoram,108783543.9098094,18564.0,2018
Recharge & bill payments,3,mizoram,4050433.5962071815,17610.0,2018
Merchant payments,3,mizoram,2952533.8004545765,2310.0,2018
Financial Services,3,mizoram,43891.23943201654,240.0,2018
Others,3,mizoram,770335.5794872268,592.0,2018
Peer-to-peer payments,4,mizoram,177049162.13058332,26212.0,2018
Recharge & bill payments,4,mizoram,5523702.976434887,24533.0,2018
Merchant payments,4,mizoram,6911586.608122997,3699.0,2018
Financial Services,4,mizoram,35654.18337878893,145.0,2018
Others,4,mizoram,906746.6310095722,653.0,2018
Peer-to-peer payments,1,mizoram,204183867.4116538,35126.0,2019
Recharge & bill payments,1,mizoram,6760113.704148788,30327.0,2019
Merchant payments,1,mizoram,6470456.031897823,3984.0,2019
Financial Services,1,mizoram,33512.39606736117,133.0,2019
Others,1,mizoram,712945.8536347556,736.0,2019
Peer-to-peer payments,2,mizoram,233471780.00357,37364.0,2019
Recharge & bill payments,2,mizoram,7823562.397702506,31903.0,2019
Merchant payments,2,mizoram,5889316.861228463,5646.0,2019
Financial Services,2,mizoram,14455.380988399309,80.0,2019
Others,2,mizoram,817593.4915248882,678.0,2019
Recharge & bill payments,3,mizoram,12966806.696277108,49073.0,2019
Peer-to-peer payments,3,mizoram,257538220.2277506,42645.0,2019
Merchant payments,3,mizoram,7397529.021326996,5560.0,2019
Financial Services,3,mizoram,72985.31151294889,94.0,2019
Others,3,mizoram,818358.6944744462,722.0,2019
Recharge & bill payments,4,mizoram,16857122.3073061,60511.0,2019
Peer-to-peer payments,4,mizoram,341664291.49368536,57109.0,2019
Merchant payments,4,mizoram,9451111.139352825,6939.0,2019
Financial Services,4,mizoram,20966.3333050078,100.0,2019
Others,4,mizoram,695859.360839114,580.0,2019
Recharge & bill payments,1,mizoram,24356294.58523286,85067.0,2020
Peer-to-peer payments,1,mizoram,356260523.23262954,57916.0,2020
Merchant payments,1,mizoram,10404414.59250477,9961.0,2020
Financial Services,1,mizoram,283854.3188381147,119.0,2020
Others,1,mizoram,772492.6204317764,546.0,2020
Recharge & bill payments,2,mizoram,37504550.777320914,127592.0,2020
Peer-to-peer payments,2,mizoram,404110075.08639586,60021.0,2020
Merchant payments,2,mizoram,14627463.66427093,10056.0,2020
Financial Services,2,mizoram,434960.2799078573,244.0,2020
Others,2,mizoram,516383.63442262856,549.0,2020
Recharge & bill payments,3,mizoram,40941077.03285695,132664.0,2020
Peer-to-peer payments,3,mizoram,634560147.35069,99644.0,2020
Merchant payments,3,mizoram,30693648.23645142,20934.0,2020
Financial Services,3,mizoram,824864.513127287,535.0,2020
Others,3,mizoram,924438.3714747172,926.0,2020
Peer-to-peer payments,4,mizoram,887252744.0676681,141038.0,2020
Recharge & bill payments,4,mizoram,45386403.17281592,140297.0,2020
Merchant payments,4,mizoram,52094800.565094605,39676.0,2020
Financial Services,4,mizoram,855201.5881157237,607.0,2020
Others,4,mizoram,932966.3002634952,989.0,2020
Peer-to-peer payments,1,mizoram,982955112.1892779,156386.0,2021
Recharge & bill payments,1,mizoram,45558278.223239526,128055.0,2021
Merchant payments,1,mizoram,70289687.94622748,43511.0,2021
Financial Services,1,mizoram,1330632.9787811027,648.0,2021
Others,1,mizoram,971875.6084117102,975.0,2021
Peer-to-peer payments,2,mizoram,995581952.9034051,173064.0,2021
Recharge & bill payments,2,mizoram,56059844.23965932,161763.0,2021
Merchant payments,2,mizoram,69528721.40156102,57877.0,2021
Financial Services,2,mizoram,710657.5065644829,611.0,2021
Others,2,mizoram,993297.250902934,1025.0,2021
Peer-to-peer payments,3,mizoram,1290523196.259221,224873.0,2021
Recharge & bill payments,3,mizoram,67493206.62394348,177281.0,2021
Merchant payments,3,mizoram,113697005.8982099,74553.0,2021
Financial Services,3,mizoram,806905.9729422838,522.0,2021
Others,3,mizoram,1228335.4576346257,1300.0,2021
Peer-to-peer payments,4,mizoram,1545255603.41191,272209.0,2021
Recharge & bill payments,4,mizoram,67548806.84754582,179405.0,2021
Merchant payments,4,mizoram,154183940.7282649,99265.0,2021
Financial Services,4,mizoram,2202285.707728365,695.0,2021
Others,4,mizoram,1475104.827591939,1755.0,2021
Peer-to-peer payments,1,mizoram,1691281089.989316,302740.0,2022
Recharge & bill payments,1,mizoram,76541062.33691594,190137.0,2022
Merchant payments,1,mizoram,174157725.4146987,109669.0,2022
Financial Services,1,mizoram,1657575.282816791,731.0,2022
Others,1,mizoram,1521510.587498479,1640.0,2022
Peer-to-peer payments,2,mizoram,1739114390.301662,332102.0,2022
Recharge & bill payments,2,mizoram,70775723.34635986,172281.0,2022
Merchant payments,2,mizoram,191484723.7683956,137279.0,2022
Financial Services,2,mizoram,801633.2114598342,656.0,2022
Others,2,mizoram,1010096.4810587188,1659.0,2022
Peer-to-peer payments,3,mizoram,1665955694.984817,349715.0,2022
Recharge & bill payments,3,mizoram,68463689.80469276,156874.0,2022
Merchant payments,3,mizoram,209934220.2832684,150320.0,2022
Financial Services,3,mizoram,880187.5512756812,802.0,2022
Others,3,mizoram,1031819.4438998674,1327.0,2022
Peer-to-peer payments,4,mizoram,1750113148.3068101,378295.0,2022
Merchant payments,4,mizoram,222455759.17733783,164389.0,2022
Recharge & bill payments,4,mizoram,63477925.042983845,148573.0,2022
Financial Services,4,mizoram,949850.198945797,932.0,2022
Others,4,mizoram,914402.5369417528,1585.0,2022
Recharge & bill payments,1,nagaland,5361675.549623315,28198.0,2018
Peer-to-peer payments,1,nagaland,69830122.02063876,11631.0,2018
Merchant payments,1,nagaland,1170667.4151649117,822.0,2018
Financial Services,1,nagaland,299016.7345620737,399.0,2018
Others,1,nagaland,1344409.3661360394,1795.0,2018
Recharge & bill payments,2,nagaland,9139467.703980098,41959.0,2018
Peer-to-peer payments,2,nagaland,140193107.6968359,20099.0,2018
Merchant payments,2,nagaland,2293935.490835924,1529.0,2018
Financial Services,2,nagaland,153458.5231626137,379.0,2018
Others,2,nagaland,1545608.465487119,1633.0,2018
Recharge & bill payments,3,nagaland,12664922.72411738,54885.0,2018
Peer-to-peer payments,3,nagaland,223964723.15160477,33930.0,2018
Merchant payments,3,nagaland,3631042.2777308393,3518.0,2018
Financial Services,3,nagaland,125171.61850935029,460.0,2018
Others,3,nagaland,1406883.1646908007,1578.0,2018
Recharge & bill payments,4,nagaland,16615511.420430308,72881.0,2018
Peer-to-peer payments,4,nagaland,358926253.4309472,53723.0,2018
Merchant payments,4,nagaland,10500634.794542968,10350.0,2018
Financial Services,4,nagaland,216127.40846239947,587.0,2018
Others,4,nagaland,1754940.4912408509,1792.0,2018
Recharge & bill payments,1,nagaland,20020458.076388802,87596.0,2019
Peer-to-peer payments,1,nagaland,411855878.2498224,71642.0,2019
Merchant payments,1,nagaland,8187940.322092213,7306.0,2019
Financial Services,1,nagaland,101072.89773317604,430.0,2019
Others,1,nagaland,1776362.8662935253,1605.0,2019
Recharge & bill payments,2,nagaland,21350211.077814262,92492.0,2019
Peer-to-peer payments,2,nagaland,487705354.4657044,81065.0,2019
Merchant payments,2,nagaland,8990954.079767609,12949.0,2019
Financial Services,2,nagaland,129758.00259777348,286.0,2019
Others,2,nagaland,1890404.5326202572,1961.0,2019
Recharge & bill payments,3,nagaland,33293527.932100527,145812.0,2019
Peer-to-peer payments,3,nagaland,601803135.4703114,100736.0,2019
Merchant payments,3,nagaland,13381591.199777829,13031.0,2019
Financial Services,3,nagaland,229319.84921986386,210.0,2019
Others,3,nagaland,2248897.2620018576,2089.0,2019
Recharge & bill payments,4,nagaland,39720745.59767096,172761.0,2019
Peer-to-peer payments,4,nagaland,777298578.6127516,128674.0,2019
Merchant payments,4,nagaland,15460907.22890028,13578.0,2019
Financial Services,4,nagaland,283291.7740842187,499.0,2019
Others,4,nagaland,1773615.1353679793,1658.0,2019
Recharge & bill payments,1,nagaland,53662023.320165426,221741.0,2020
Peer-to-peer payments,1,nagaland,821508819.5893909,135966.0,2020
Merchant payments,1,nagaland,17663339.36989499,18249.0,2020
Financial Services,1,nagaland,215066.78349539996,528.0,2020
Others,1,nagaland,1730779.6714233835,1567.0,2020
Recharge & bill payments,2,nagaland,85264116.11779374,328269.0,2020
Peer-to-peer payments,2,nagaland,1025000209.957431,166866.0,2020
Merchant payments,2,nagaland,25214703.91023749,20004.0,2020
Financial Services,2,nagaland,989239.9671938312,860.0,2020
Others,2,nagaland,1206234.3951445608,1567.0,2020
Recharge & bill payments,3,nagaland,91214897.18744522,347494.0,2020
Peer-to-peer payments,3,nagaland,1851638119.5398219,330638.0,2020
Merchant payments,3,nagaland,62568884.132165715,51912.0,2020
Financial Services,3,nagaland,2136903.0242114514,2544.0,2020
Others,3,nagaland,2090339.2711506593,3731.0,2020
Peer-to-peer payments,4,nagaland,2563827858.048714,417393.0,2020
Recharge & bill payments,4,nagaland,91929581.87730268,335297.0,2020
Merchant payments,4,nagaland,113115660.1740555,90496.0,2020
Financial Services,4,nagaland,1017278.309874404,1068.0,2020
Others,4,nagaland,3194492.1527384534,3571.0,2020
Peer-to-peer payments,1,nagaland,2841021698.4844904,477346.0,2021
Recharge & bill payments,1,nagaland,110095189.5931618,376473.0,2021
Merchant payments,1,nagaland,151202427.14605328,116846.0,2021
Financial Services,1,nagaland,1929643.694251965,1511.0,2021
Others,1,nagaland,3201525.695241506,3721.0,2021
Peer-to-peer payments,2,nagaland,2847731457.571479,526966.0,2021
Recharge & bill payments,2,nagaland,126962524.74536932,453979.0,2021
Merchant payments,2,nagaland,176831583.13676438,144413.0,2021
Financial Services,2,nagaland,1785915.6371230448,1624.0,2021
Others,2,nagaland,2982482.691132756,3809.0,2021
Peer-to-peer payments,3,nagaland,3536780176.7792263,667633.0,2021
Recharge & bill payments,3,nagaland,141172028.2389747,474693.0,2021
Merchant payments,3,nagaland,304493279.8158357,208387.0,2021
Financial Services,3,nagaland,1634878.888862805,1437.0,2021
Others,3,nagaland,3336484.2825483214,4642.0,2021
Peer-to-peer payments,4,nagaland,4335295237.9809065,819452.0,2021
Recharge & bill payments,4,nagaland,154359432.07659012,492411.0,2021
Merchant payments,4,nagaland,442578210.0882374,311673.0,2021
Financial Services,4,nagaland,2263055.5218537706,1790.0,2021
Others,4,nagaland,4587848.468888722,6157.0,2021
Peer-to-peer payments,1,nagaland,4798355631.574022,963378.0,2022
Recharge & bill payments,1,nagaland,175942440.62210852,529038.0,2022
Merchant payments,1,nagaland,563650239.9471383,425336.0,2022
Financial Services,1,nagaland,2503998.824974763,2022.0,2022
Others,1,nagaland,4499397.927512417,6178.0,2022
Peer-to-peer payments,2,nagaland,4933041257.229492,1032542.0,2022
Merchant payments,2,nagaland,640665988.1540828,513456.0,2022
Recharge & bill payments,2,nagaland,162238616.41478142,479322.0,2022
Financial Services,2,nagaland,1519503.219426635,1547.0,2022
Others,2,nagaland,2819984.0024981033,4462.0,2022
Peer-to-peer payments,3,nagaland,4568905305.863961,990896.0,2022
Merchant payments,3,nagaland,642368278.6360128,467257.0,2022
Recharge & bill payments,3,nagaland,148324294.672107,430854.0,2022
Financial Services,3,nagaland,2345498.6025009975,1479.0,2022
Others,3,nagaland,2457117.2762476145,3627.0,2022
Peer-to-peer payments,4,nagaland,5888068476.789,1314122.0,2022
Merchant payments,4,nagaland,906834415.4525999,647805.0,2022
Recharge & bill payments,4,nagaland,170028535.796474,508230.0,2022
Financial Services,4,nagaland,1909585.0695077945,2104.0,2022
Others,4,nagaland,3125371.2064643847,3944.0,2022
Recharge & bill payments,1,odisha,331254466.1508661,2874109.0,2018
Peer-to-peer payments,1,odisha,4033548999.193231,2305610.0,2018
Financial Services,1,odisha,58099674.94576137,323352.0,2018
